date_time,lat,lon,base,neighborhood
2014-09-03 17:48:08,40.73992,-73.97633,B02617,Midtown Manhattan
2014-09-03 17:48:37,40.63254,-73.97471,B02598,Brooklyn
2014-09-03 17:50:01,40.78152,-73.87679,B02764,LaGuardia
2014-09-03 17:50:16,40.78193,-73.96576,B02682,Midtown Manhattan
2014-09-03 17:50:43,40.8493,-73.87204,B02512,Bronx
2014-09-03 17:50:56,40.78119,-73.87069,B02682,LaGuardia
2014-09-03 17:51:16,40.84983,-73.89869,B02617,Bronx
2014-09-03 17:51:25,40.71056,-73.9907,B02764,Midtown West
2014-09-03 17:51:29,40.69815,-74.0126,B02682,Lower Manhattan
2014-09-03 17:52:49,40.72919,-73.96392,B02512,Midtown Manhattan
2014-09-03 17:54:25,40.83123,-73.85099,B02512,Bronx
2014-09-03 17:54:28,40.79471,-73.97596,B02617,Midtown Manhattan
2014-09-03 17:54:32,40.81903,-73.97457,B02512,Midtown Manhattan
2014-09-03 17:56:16,40.65716,-73.96362,B02598,Brooklyn
2014-09-03 17:56:23,40.78296,-73.92418,B02617,Midtown Manhattan
2014-09-03 17:59:11,40.70412,-73.97775,B02764,Lower Manhattan
2014-09-03 18:00:39,40.67904,-73.94103,B02617,Brooklyn
2014-09-03 18:01:20,40.84579,-73.87384,B02682,Bronx
2014-09-03 18:01:29,40.7744,-74.01625,B02512,Midtown Manhattan
2014-09-03 18:02:00,40.66873,-73.94062,B02598,Brooklyn
2014-09-03 18:02:04,40.65636,-73.95627,B02598,Brooklyn
2014-09-03 18:02:09,40.64257,-73.79059,B02617,JFK
2014-09-03 18:02:49,40.71424,-73.78988,B02598,Queens
2014-09-03 18:02:50,40.70845,-74.02607,B02617,Lower Manhattan
2014-09-03 18:03:13,40.75412,-73.98443,B02512,Midtown West
2014-09-03 18:04:06,40.7295,-73.77092,B02598,Queens
2014-09-03 18:04:18,40.7439,-74.01228,B02512,Midtown West
2014-09-03 18:07:18,40.74023,-73.98175,B02598,Lower Manhattan
2014-09-03 18:07:28,40.64774,-73.96962,B02598,Brooklyn
2014-09-03 18:07:31,40.72239,-73.9917,B02682,Lower Manhattan
2014-09-03 18:08:34,40.70708,-73.97294,B02682,Midtown Manhattan
2014-09-03 18:09:42,40.72029,-73.78445,B02598,Queens
2014-09-03 18:09:42,40.63707,-73.78578,B02764,JFK
2014-09-03 18:10:40,40.7665,-73.99286,B02682,Midtown Manhattan
2014-09-03 18:11:38,40.73121,-73.81636,B02764,Queens
2014-09-03 18:12:17,40.63759,-73.77484,B02764,JFK
2014-09-03 18:12:20,40.61737,-73.75699,B02617,JFK
2014-09-03 18:13:32,40.71325,-74.00849,B02617,Lower Manhattan
2014-09-03 18:14:22,40.84838,-73.86182,B02617,Bronx
2014-09-03 18:14:32,40.77553,-73.8688,B02598,LaGuardia
2014-09-03 18:15:37,40.74595,-74.02328,B02617,Midtown Manhattan
2014-09-03 18:17:25,40.81154,-73.93992,B02764,Midtown Manhattan
2014-09-03 18:19:38,40.76691,-73.98512,B02598,Midtown Manhattan
2014-09-03 18:19:55,40.86202,-73.88704,B02598,Bronx
2014-09-03 18:20:04,40.73154,-74.04683,B02512,Lower Manhattan
2014-09-03 18:21:41,40.68238,-73.94565,B02617,Brooklyn
2014-09-03 18:21:49,40.72079,-73.98873,B02617,Midtown Manhattan
2014-09-03 18:23:04,40.73286,-73.99468,B02617,Midtown Manhattan
2014-09-03 18:23:24,40.74403,-73.9915,B02617,Midtown West
2014-09-03 18:24:39,40.75008,-73.78397,B02617,Queens
2014-09-03 18:29:45,40.70543,-73.77849,B02512,Queens
2014-09-03 18:29:55,40.70324,-74.02852,B02598,Lower Manhattan
2014-09-03 18:30:04,40.70241,-74.01132,B02598,Lower Manhattan
2014-09-03 18:30:27,40.67152,-73.94777,B02598,Brooklyn
2014-09-03 18:30:41,40.75289,-73.98787,B02617,Midtown Manhattan
2014-09-03 18:34:15,40.76637,-74.01872,B02617,Midtown West
2014-09-03 18:34:38,40.63276,-73.77124,B02598,JFK
2014-09-03 18:35:07,40.77251,-73.88185,B02617,LaGuardia
2014-09-03 18:35:08,40.72279,-74.01644,B02617,Lower Manhattan
2014-09-03 18:35:57,40.69299,-73.94975,B02617,Midtown Manhattan
2014-09-03 18:36:03,40.81294,-73.88437,B02764,Bronx
2014-09-03 18:37:50,40.71718,-74.01408,B02682,Lower Manhattan
2014-09-03 18:38:20,40.65265,-73.76996,B02598,JFK
2014-09-03 18:41:18,40.71323,-73.83852,B02617,Queens
2014-09-03 18:45:07,40.68233,-74.00166,B02598,Lower Manhattan
2014-09-03 18:46:19,40.78084,-74.00558,B02617,Midtown Manhattan
2014-09-03 18:46:42,40.74876,-74.00101,B02598,Midtown West
2014-09-03 18:48:26,40.6842,-73.91062,B02682,Brooklyn
2014-09-03 18:51:59,40.70737,-73.80801,B02764,Queens
2014-09-03 18:52:22,40.63195,-73.77349,B02682,JFK
2014-09-03 18:52:30,40.68289,-74.00997,B02617,Lower Manhattan
2014-09-03 18:53:13,40.71218,-73.8223,B02598,Queens
2014-09-03 18:53:25,40.79783,-74.01145,B02512,Midtown Manhattan
2014-09-03 18:57:31,40.73625,-73.94667,B02512,Midtown Manhattan
2014-09-03 19:03:38,40.7192,-74.00794,B02598,Lower Manhattan
2014-09-03 19:03:44,40.70397,-74.18246,B02512,Newark
2014-09-03 19:03:50,40.66475,-73.96251,B02617,Brooklyn
2014-09-03 19:07:33,40.74297,-73.79657,B02617,Queens
2014-09-03 19:07:50,40.73768,-73.93257,B02682,Midtown Manhattan
2014-09-03 19:08:08,40.86353,-73.84466,B02598,Bronx
2014-09-03 19:08:34,40.69487,-74.06662,B02764,Lower Manhattan
2014-09-03 19:11:59,40.77954,-73.96816,B02617,Midtown Manhattan
2014-09-03 19:14:42,40.78004,-73.87037,B02598,LaGuardia
2014-09-03 19:17:30,40.70368,-74.00237,B02598,Lower Manhattan
2014-09-03 19:22:12,40.6964,-74.1714,B02682,Newark
2014-09-03 19:22:22,40.65789,-73.94579,B02598,Brooklyn
2014-09-03 19:22:27,40.62476,-73.94772,B02617,Brooklyn
2014-09-03 19:23:10,40.73766,-73.99146,B02598,Lower Manhattan
2014-09-03 19:23:34,40.64433,-73.9769,B02682,Brooklyn
2014-09-03 19:23:54,40.72987,-73.81944,B02598,Queens
2014-09-03 19:27:12,40.71959,-73.77231,B02617,Queens
2014-09-03 19:31:15,40.73454,-74.0455,B02512,Midtown Manhattan
2014-09-03 19:31:56,40.78315,-73.96262,B02764,Midtown Manhattan
2014-09-03 19:32:00,40.7689,-73.98913,B02598,Midtown Manhattan
2014-09-03 19:32:06,40.73409,-73.98142,B02617,Midtown West
2014-09-03 19:33:12,40.64341,-73.97023,B02598,Brooklyn
2014-09-03 19:38:34,40.78193,-73.89155,B02682,LaGuardia
2014-09-03 19:39:29,40.72668,-74.03497,B02764,Lower Manhattan
2014-09-03 19:41:51,40.85186,-73.86274,B02682,Bronx
2014-09-03 19:41:57,40.80587,-73.84822,B02617,Bronx
2014-09-03 19:43:47,40.69537,-74.17409,B02617,Newark
2014-09-03 19:46:17,40.84869,-73.86771,B02682,Bronx
2014-09-03 19:47:13,40.71993,-73.79795,B02682,Queens
2014-09-03 19:47:27,40.72127,-74.01356,B02598,Midtown Manhattan
2014-09-03 19:47:30,40.79432,-73.95858,B02598,Midtown Manhattan
2014-09-03 19:47:41,40.79607,-74.00346,B02617,Midtown Manhattan
2014-09-03 19:48:45,40.73164,-73.78731,B02682,Queens
2014-09-03 19:50:55,40.86079,-73.88375,B02598,Bronx
2014-09-03 19:52:44,40.71316,-73.97805,B02764,Midtown Manhattan
2014-09-03 19:52:45,40.74946,-73.80728,B02512,Queens
2014-09-03 19:53:39,40.85638,-73.83647,B02682,Bronx
2014-09-03 19:54:12,40.71356,-73.98833,B02617,Lower Manhattan
2014-09-03 19:54:32,40.69153,-73.9277,B02617,Brooklyn
2014-09-03 19:54:32,40.66297,-73.94892,B02598,Brooklyn
2014-09-03 19:56:43,40.71027,-73.90891,B02598,Brooklyn
2014-09-03 20:01:43,40.75706,-73.9756,B02598,Midtown Manhattan
2014-09-03 20:02:18,40.74955,-74.00639,B02598,Midtown Manhattan
2014-09-03 20:04:37,40.73269,-73.96545,B02764,Midtown Manhattan
2014-09-03 20:07:37,40.7439,-73.80583,B02764,Queens
2014-09-03 20:12:41,40.76038,-74.00281,B02512,Midtown Manhattan
2014-09-03 20:13:55,40.67444,-73.9258,B02764,Brooklyn
2014-09-03 20:14:04,40.73946,-74.00582,B02512,Midtown West
2014-09-03 20:17:30,40.66123,-73.9635,B02617,Brooklyn
2014-09-03 20:17:55,40.78344,-73.87155,B02617,LaGuardia
2014-09-03 20:18:54,40.70828,-73.97002,B02512,Midtown West
2014-09-03 20:19:32,40.84434,-73.86427,B02512,Bronx
2014-09-03 20:23:46,40.73806,-73.95864,B02764,Midtown Manhattan
2014-09-03 20:24:14,40.71657,-73.79386,B02682,Queens
2014-09-03 20:29:35,40.65549,-73.99447,B02617,Brooklyn
2014-09-03 20:30:06,40.74549,-73.99865,B02764,Midtown Manhattan
2014-09-03 20:32:55,40.72655,-73.96352,B02598,Midtown Manhattan
2014-09-03 20:33:15,40.75295,-73.98881,B02682,Midtown Manhattan
2014-09-03 20:44:44,40.73842,-73.96587,B02598,Midtown Manhattan
2014-09-03 20:45:46,40.72664,-73.99134,B02764,Midtown Manhattan
2014-09-03 20:47:35,40.75261,-74.00321,B02512,Lower Manhattan
2014-09-03 20:49:54,40.63446,-73.78766,B02764,JFK
2014-09-03 20:51:14,40.71558,-74.02021,B02617,Lower Manhattan
2014-09-03 20:52:12,40.67096,-73.9786,B02512,Lower Manhattan
2014-09-03 20:52:40,40.74397,-73.97733,B02512,Midtown Manhattan
2014-09-03 20:54:00,40.84804,-73.85936,B02598,Bronx
2014-09-03 20:54:47,40.7417,-73.9826,B02617,Midtown Manhattan
2014-09-03 20:56:50,40.75471,-74.00029,B02617,Midtown Manhattan
2014-09-03 20:57:05,40.76453,-73.95855,B02617,Midtown Manhattan
2014-09-03 20:58:10,40.71605,-73.80216,B02598,Queens
2014-09-03 20:58:51,40.74635,-73.99195,B02617,Midtown West
2014-09-03 21:01:21,40.63706,-73.77847,B02512,JFK
2014-09-03 21:02:37,40.68072,-74.18064,B02617,Newark
2014-09-03 21:02:47,40.76366,-73.95755,B02598,Midtown Manhattan
2014-09-03 21:03:58,40.71097,-74.02471,B02598,Lower Manhattan
2014-09-03 21:05:33,40.72374,-74.03393,B02598,Midtown Manhattan
2014-09-03 21:05:51,40.75848,-73.97093,B02512,Midtown Manhattan
2014-09-03 21:06:30,40.76872,-73.96817,B02598,Midtown Manhattan
2014-09-03 21:07:21,40.64226,-73.78069,B02682,JFK
2014-09-03 21:09:21,40.70384,-73.8103,B02598,Queens
2014-09-03 21:11:08,40.70479,-74.00274,B02617,Lower Manhattan
2014-09-03 21:11:24,40.72293,-74.00112,B02598,Lower Manhattan
2014-09-03 21:20:41,40.69899,-73.98687,B02617,Lower Manhattan
2014-09-03 21:22:16,40.76525,-73.99187,B02682,Midtown Manhattan
2014-09-03 21:23:00,40.64441,-73.76645,B02764,JFK
2014-09-03 21:27:13,40.72351,-73.81214,B02617,Queens
2014-09-03 21:27:16,40.75228,-73.98131,B02764,Midtown Manhattan
2014-09-03 21:29:01,40.73055,-73.79032,B02682,Queens
2014-09-03 21:31:07,40.74627,-73.94964,B02682,Midtown Manhattan
2014-09-03 21:33:48,40.77218,-73.96064,B02598,Midtown Manhattan
2014-09-03 21:34:58,40.87438,-73.87401,B02512,Bronx
2014-09-03 21:35:29,40.66041,-73.95114,B02598,Brooklyn
2014-09-03 21:37:03,40.71018,-73.95242,B02617,Midtown Manhattan
2014-09-03 21:37:35,40.76418,-73.97021,B02598,Midtown Manhattan
2014-09-03 21:41:09,40.76889,-73.88153,B02682,LaGuardia
2014-09-03 21:42:12,40.75131,-73.99575,B02598,Midtown West
2014-09-03 21:46:06,40.77144,-73.99874,B02682,Midtown Manhattan
2014-09-03 21:47:36,40.72295,-73.76014,B02617,Queens
2014-09-03 21:48:58,40.66086,-73.7781,B02682,JFK
2014-09-03 21:49:41,40.69173,-74.00839,B02764,Lower Manhattan
2014-09-03 21:53:14,40.74813,-73.97379,B02682,Midtown West
2014-09-03 21:55:18,40.8341,-73.82831,B02617,Bronx
2014-09-03 21:56:29,40.72475,-73.78981,B02512,Queens
2014-09-03 21:57:47,40.75006,-73.95058,B02598,Midtown Manhattan
2014-09-03 21:59:06,40.70594,-73.95166,B02682,Midtown Manhattan
2014-09-03 22:01:48,40.70954,-74.01868,B02682,Lower Manhattan
2014-09-03 22:04:17,40.68564,-74.17898,B02512,Newark
2014-09-03 22:06:55,40.70708,-74.02833,B02764,Lower Manhattan
2014-09-03 22:07:40,40.85839,-73.87564,B02682,Bronx
2014-09-03 22:10:15,40.71227,-73.8065,B02617,Queens
2014-09-03 22:14:44,40.74641,-73.9801,B02512,Midtown West
2014-09-03 22:14:48,40.65632,-73.78058,B02682,JFK
2014-09-03 22:18:52,40.77444,-73.87639,B02617,LaGuardia
2014-09-03 22:21:57,40.71829,-73.78694,B02617,Queens
2014-09-03 22:24:20,40.74203,-73.99052,B02617,Midtown West
2014-09-03 22:26:19,40.73052,-74.00874,B02512,Lower Manhattan
2014-09-03 22:29:36,40.68006,-74.18349,B02682,Newark
2014-09-03 22:39:48,40.6754,-73.91041,B02617,Brooklyn
2014-09-03 22:40:25,40.6715,-74.00543,B02598,Lower Manhattan
2014-09-03 22:44:57,40.72014,-74.01575,B02617,Lower Manhattan
2014-09-03 22:47:05,40.75345,-74.02179,B02617,Midtown Manhattan
2014-09-03 22:50:08,40.73689,-73.96862,B02764,Midtown West
2014-09-03 22:51:42,40.74864,-73.99712,B02682,Midtown Manhattan
2014-09-03 22:58:52,40.74562,-73.99803,B02598,Midtown Manhattan
2014-09-03 23:02:00,40.7586,-73.96772,B02598,Midtown Manhattan
2014-09-03 23:02:10,40.77915,-73.86879,B02617,LaGuardia
2014-09-03 23:02:40,40.77893,-73.86052,B02682,LaGuardia
2014-09-03 23:04:26,40.78777,-73.97854,B02682,Midtown Manhattan
2014-09-03 23:06:42,40.7553,-74.03676,B02764,Midtown Manhattan
2014-09-03 23:09:17,40.76511,-73.96468,B02617,Midtown Manhattan
2014-09-03 23:10:09,40.68128,-73.96686,B02682,Brooklyn
2014-09-03 23:12:43,40.74991,-74.01163,B02682,Midtown West
2014-09-03 23:15:10,40.71507,-73.93186,B02617,Brooklyn
2014-09-03 23:19:22,40.67509,-73.96304,B02617,Brooklyn
2014-09-03 23:23:47,40.7949,-73.98194,B02764,Midtown Manhattan
2014-09-03 23:24:08,40.70786,-74.00272,B02598,Lower Manhattan
2014-09-03 23:24:17,40.76306,-73.86333,B02682,LaGuardia
2014-09-03 23:24:49,40.73584,-73.97878,B02598,Midtown Manhattan
2014-09-03 23:25:29,40.70521,-74.0188,B02682,Lower Manhattan
2014-09-03 23:26:15,40.7247,-73.77028,B02512,Queens
2014-09-03 23:36:15,40.7275,-73.84916,B02617,Queens
2014-09-03 23:47:10,40.688,-74.17231,B02598,Newark
2014-09-03 23:52:12,40.69207,-73.93304,B02682,Brooklyn
2014-09-03 23:52:20,40.76533,-73.9929,B02617,Midtown Manhattan
2014-09-03 23:53:02,40.73809,-74.00284,B02617,Midtown Manhattan
2014-09-04 00:00:07,40.68783,-74.16982,B02512,Newark
2014-09-04 00:00:55,40.71116,-73.79262,B02617,Queens
2014-09-04 00:03:12,40.70161,-73.94224,B02598,Brooklyn
2014-09-04 00:04:52,40.68167,-73.99122,B02598,Lower Manhattan
2014-09-04 00:13:05,40.68314,-73.93136,B02682,Brooklyn
2014-09-04 00:19:14,40.78372,-74.0041,B02764,Midtown Manhattan
2014-09-04 00:23:43,40.65499,-73.89308,B02617,Brooklyn
2014-09-04 00:25:36,40.7122,-73.94153,B02764,Midtown Manhattan
2014-09-04 00:43:18,40.69173,-73.90805,B02682,Brooklyn
2014-09-04 00:43:36,40.77707,-73.91926,B02598,Midtown Manhattan
2014-09-04 00:52:53,40.8201,-73.84632,B02512,Bronx
2014-09-04 00:55:17,40.73295,-73.99363,B02617,Midtown West
2014-09-04 00:56:28,40.64319,-73.7806,B02617,JFK
2014-09-04 01:08:42,40.75734,-73.96828,B02682,Midtown Manhattan
2014-09-04 01:18:33,40.8696,-73.86401,B02512,Bronx
2014-09-04 01:20:12,40.63606,-73.75895,B02617,JFK
2014-09-04 01:21:36,40.75012,-73.98423,B02512,Midtown Manhattan
2014-09-04 01:23:22,40.71459,-73.98947,B02617,Lower Manhattan
2014-09-04 01:25:55,40.72351,-73.76823,B02598,Queens
2014-09-04 01:31:35,40.65124,-73.77744,B02617,JFK
2014-09-04 01:36:57,40.75752,-73.98736,B02598,Midtown West
2014-09-04 01:44:08,40.78191,-73.86987,B02764,LaGuardia
2014-09-04 01:47:04,40.78787,-73.96313,B02598,Midtown Manhattan
2014-09-04 01:49:56,40.74592,-73.81882,B02617,Queens
2014-09-04 01:56:28,40.69181,-74.16537,B02598,Newark
2014-09-04 02:19:01,40.66993,-73.95654,B02617,Brooklyn
2014-09-04 02:41:26,40.7008,-73.93642,B02598,Brooklyn
2014-09-04 02:42:10,40.63663,-73.78547,B02598,JFK
2014-09-04 02:48:06,40.72748,-73.7933,B02512,Queens
2014-09-04 03:18:58,40.77666,-73.8698,B02764,LaGuardia
2014-09-04 03:25:42,40.68795,-73.96253,B02617,Lower Manhattan
2014-09-04 03:33:57,40.69726,-73.937,B02598,Brooklyn
2014-09-04 03:37:04,40.72149,-73.79418,B02598,Queens
2014-09-04 03:38:56,40.72937,-74.01898,B02682,Lower Manhattan
2014-09-04 03:48:53,40.74264,-73.99145,B02598,Midtown Manhattan
2014-09-04 03:54:07,40.71598,-73.79598,B02598,Queens
2014-09-04 03:58:43,40.77562,-74.0031,B02598,Midtown Manhattan
2014-09-04 04:30:01,40.63324,-73.78218,B02617,JFK
2014-09-04 04:30:21,40.71156,-73.81298,B02764,Queens
2014-09-04 04:31:53,40.72795,-73.9998,B02617,Lower Manhattan
2014-09-04 04:39:46,40.7461,-73.99044,B02598,Midtown West
2014-09-04 05:02:14,40.72278,-73.79285,B02682,Queens
2014-09-04 05:13:27,40.735,-73.99994,B02512,Midtown West
2014-09-04 05:39:00,40.7604,-73.98045,B02764,Midtown Manhattan
2014-09-04 05:39:58,40.6544,-73.97725,B02512,Brooklyn
2014-09-04 06:01:25,40.76001,-73.79134,B02617,Queens
2014-09-04 06:03:01,40.7293,-73.99636,B02764,Lower Manhattan
2014-09-04 06:06:22,40.73956,-74.01805,B02598,Lower Manhattan
2014-09-04 06:06:33,40.77186,-73.98664,B02617,Midtown West
2014-09-04 06:11:04,40.69547,-74.01262,B02617,Lower Manhattan
2014-09-04 06:12:13,40.84808,-73.84875,B02682,Bronx
2014-09-04 06:14:33,40.80334,-73.86316,B02598,Bronx
2014-09-04 06:19:33,40.66163,-73.9689,B02617,Brooklyn
2014-09-04 06:20:20,40.72653,-73.81291,B02617,Queens
2014-09-04 06:22:40,40.63288,-73.76597,B02682,JFK
2014-09-04 06:28:45,40.6424,-73.76175,B02682,JFK
2014-09-04 06:29:55,40.68893,-73.96109,B02512,Brooklyn
2014-09-04 06:33:38,40.64848,-73.76459,B02617,JFK
2014-09-04 06:34:42,40.65874,-73.94088,B02617,Brooklyn
2014-09-04 06:34:43,40.85215,-73.8807,B02617,Bronx
2014-09-04 06:37:06,40.67583,-73.94168,B02512,Brooklyn
2014-09-04 06:44:16,40.7566,-73.9777,B02617,Midtown West
2014-09-04 06:50:29,40.68605,-73.94555,B02682,Brooklyn
2014-09-04 06:52:10,40.63765,-73.79146,B02617,JFK
2014-09-04 06:57:36,40.75038,-74.0319,B02598,Lower Manhattan
2014-09-04 07:00:15,40.72481,-73.96724,B02512,Lower Manhattan
2014-09-04 07:01:24,40.63618,-73.96184,B02617,Brooklyn
2014-09-04 07:01:26,40.7207,-74.0364,B02617,Lower Manhattan
2014-09-04 07:05:55,40.70397,-73.97344,B02598,Midtown Manhattan
2014-09-04 07:06:39,40.76455,-74.01688,B02598,Midtown Manhattan
2014-09-04 07:07:41,40.83934,-73.88727,B02764,Bronx
2014-09-04 07:07:50,40.75288,-73.98533,B02617,Midtown Manhattan
2014-09-04 07:09:34,40.74031,-73.99409,B02598,Lower Manhattan
2014-09-04 07:12:14,40.77135,-73.87136,B02598,LaGuardia
2014-09-04 07:20:48,40.70268,-73.8989,B02764,Brooklyn
2014-09-04 07:21:42,40.75928,-73.96809,B02764,Midtown Manhattan
2014-09-04 07:22:22,40.69031,-73.75814,B02598,Queens
2014-09-04 07:34:47,40.70699,-73.97198,B02617,Brooklyn
2014-09-04 07:34:57,40.75992,-73.98198,B02617,Midtown Manhattan
2014-09-04 07:39:54,40.63628,-73.78567,B02764,JFK
2014-09-04 07:46:09,40.74619,-74.01532,B02617,Midtown Manhattan
2014-09-04 07:46:17,40.73278,-73.75815,B02682,Queens
2014-09-04 07:46:45,40.68683,-74.00242,B02512,Lower Manhattan
2014-09-04 07:46:49,40.85471,-73.89512,B02617,Bronx
2014-09-04 07:50:29,40.75488,-73.96671,B02617,Midtown Manhattan
2014-09-04 07:50:47,40.68516,-74.01873,B02764,Lower Manhattan
2014-09-04 07:51:14,40.72703,-73.80107,B02598,Queens
2014-09-04 07:53:40,40.69269,-74.17862,B02598,Newark
2014-09-04 07:57:04,40.71155,-73.9869,B02682,Lower Manhattan
2014-09-04 07:58:10,40.74783,-73.96554,B02764,Midtown Manhattan
2014-09-04 08:00:24,40.72842,-73.99182,B02617,Midtown Manhattan
2014-09-04 08:00:56,40.61721,-73.90213,B02598,Brooklyn
2014-09-04 08:01:23,40.66,-73.96717,B02764,Brooklyn
2014-09-04 08:02:56,40.65111,-73.80221,B02598,JFK
2014-09-04 08:06:55,40.79395,-73.99285,B02682,Midtown Manhattan
2014-09-04 08:08:48,40.73275,-74.00737,B02617,Lower Manhattan
2014-09-04 08:08:54,40.7022,-74.01406,B02617,Lower Manhattan
2014-09-04 08:09:46,40.76131,-73.99909,B02764,Midtown Manhattan
2014-09-04 08:09:48,40.69198,-74.20028,B02617,Newark
2014-09-04 08:10:49,40.75391,-73.98159,B02617,Midtown Manhattan
2014-09-04 08:11:54,40.77368,-73.9881,B02682,Midtown Manhattan
2014-09-04 08:12:20,40.72552,-74.00671,B02617,Midtown Manhattan
2014-09-04 08:12:23,40.78899,-74.02045,B02764,Midtown Manhattan
2014-09-04 08:12:24,40.75495,-73.97884,B02512,Midtown West
2014-09-04 08:12:40,40.73102,-73.79761,B02617,Queens
2014-09-04 08:13:13,40.74881,-74.04033,B02512,Midtown West
2014-09-04 08:17:32,40.68969,-74.18574,B02512,Newark
2014-09-04 08:17:39,40.7209,-73.80928,B02598,Queens
2014-09-04 08:18:45,40.64629,-73.78152,B02617,JFK
2014-09-04 08:18:59,40.76414,-74.00504,B02598,Midtown West
2014-09-04 08:22:11,40.74205,-73.96813,B02682,Midtown Manhattan
2014-09-04 08:23:11,40.72844,-73.98824,B02617,Midtown Manhattan
2014-09-04 08:23:22,40.73356,-73.97275,B02598,Midtown Manhattan
2014-09-04 08:23:44,40.69316,-73.89083,B02617,Brooklyn
2014-09-04 08:24:59,40.74508,-73.99778,B02682,Midtown West
2014-09-04 08:25:38,40.6203,-73.79109,B02512,JFK
2014-09-04 08:26:11,40.69215,-73.99257,B02682,Midtown Manhattan
2014-09-04 08:27:31,40.7789,-73.96062,B02617,Midtown Manhattan
2014-09-04 08:29:12,40.7641,-73.96151,B02764,Midtown Manhattan
2014-09-04 08:29:27,40.7572,-74.00953,B02617,Midtown Manhattan
2014-09-04 08:29:33,40.66828,-73.93773,B02617,Brooklyn
2014-09-04 08:33:46,40.7364,-73.8025,B02598,Queens
2014-09-04 08:35:56,40.69819,-73.80698,B02617,Queens
2014-09-04 08:36:20,40.86131,-73.88772,B02512,Bronx
2014-09-04 08:37:01,40.70618,-73.97165,B02598,Lower Manhattan
2014-09-04 08:37:14,40.71553,-74.00549,B02617,Lower Manhattan
2014-09-04 08:39:29,40.73499,-74.0347,B02617,Midtown Manhattan
2014-09-04 08:39:46,40.77307,-73.86634,B02617,LaGuardia
2014-09-04 08:39:56,40.76829,-73.97475,B02598,Midtown Manhattan
2014-09-04 08:40:38,40.76008,-74.01353,B02598,Midtown West
2014-09-04 08:43:07,40.68331,-73.96145,B02598,Brooklyn
2014-09-04 08:46:05,40.71287,-73.77751,B02512,Queens
2014-09-04 08:46:16,40.78716,-73.96277,B02764,Midtown Manhattan
2014-09-04 08:47:42,40.68196,-73.95502,B02617,Brooklyn
2014-09-04 08:49:02,40.64238,-73.75886,B02512,JFK
2014-09-04 08:50:35,40.66491,-73.9712,B02682,Brooklyn
2014-09-04 08:51:44,40.74117,-73.99668,B02682,Midtown West
2014-09-04 08:53:12,40.76068,-73.99413,B02617,Midtown Manhattan
2014-09-04 08:54:23,40.70906,-73.98047,B02598,Lower Manhattan
2014-09-04 08:54:44,40.71553,-74.01401,B02598,Midtown Manhattan
2014-09-04 08:57:04,40.74286,-73.80751,B02617,Queens
2014-09-04 08:57:53,40.69048,-73.95112,B02598,Brooklyn
2014-09-04 09:00:34,40.83752,-73.86002,B02617,Bronx
2014-09-04 09:03:17,40.7569,-73.99401,B02764,Midtown Manhattan
2014-09-04 09:05:05,40.80145,-74.00988,B02617,Midtown Manhattan
2014-09-04 09:08:21,40.75355,-73.99207,B02598,Midtown West
2014-09-04 09:10:55,40.71808,-74.03168,B02764,Lower Manhattan
2014-09-04 09:12:49,40.68114,-74.17662,B02512,Newark
2014-09-04 09:13:24,40.72015,-73.79512,B02682,Queens
2014-09-04 09:16:38,40.64122,-73.93754,B02617,Brooklyn
2014-09-04 09:18:19,40.86101,-73.89623,B02598,Bronx
2014-09-04 09:19:17,40.72774,-73.98715,B02512,Lower Manhattan
2014-09-04 09:19:18,40.63651,-73.78673,B02617,JFK
2014-09-04 09:19:22,40.64441,-73.79389,B02617,JFK
2014-09-04 09:21:09,40.77923,-73.96891,B02598,Midtown Manhattan
2014-09-04 09:21:48,40.73992,-73.99018,B02764,Lower Manhattan
2014-09-04 09:25:51,40.67849,-73.91222,B02617,Brooklyn
2014-09-04 09:29:27,40.74652,-73.95777,B02617,Lower Manhattan
2014-09-04 09:29:47,40.77178,-73.98677,B02512,Midtown West
2014-09-04 09:29:50,40.67308,-73.96508,B02764,Brooklyn
2014-09-04 09:31:58,40.70577,-73.92852,B02682,Brooklyn
2014-09-04 09:32:06,40.73958,-74.01486,B02682,Midtown Manhattan
2014-09-04 09:33:50,40.7107,-73.75555,B02682,Queens
2014-09-04 09:34:27,40.76821,-74.00409,B02598,Midtown Manhattan
2014-09-04 09:35:34,40.82603,-73.97417,B02617,Midtown Manhattan
2014-09-04 09:37:36,40.80785,-73.99689,B02598,Midtown Manhattan
2014-09-04 09:37:37,40.73513,-74.00451,B02598,Midtown West
2014-09-04 09:38:13,40.69744,-73.97313,B02598,Lower Manhattan
2014-09-04 09:39:44,40.73032,-73.98619,B02512,Lower Manhattan
2014-09-04 09:40:53,40.83163,-73.86131,B02617,Bronx
2014-09-04 09:42:06,40.68808,-74.16925,B02682,Newark
2014-09-04 09:42:21,40.7467,-73.97271,B02512,Midtown West
2014-09-04 09:42:52,40.78648,-73.98884,B02617,Midtown West
2014-09-04 09:43:10,40.7319,-73.80886,B02598,Queens
2014-09-04 09:43:33,40.72136,-74.0064,B02598,Midtown West
2014-09-04 09:46:29,40.70434,-73.94214,B02617,Brooklyn
2014-09-04 09:47:39,40.71074,-74.01638,B02598,Lower Manhattan
2014-09-04 09:52:42,40.72741,-73.96212,B02598,Midtown Manhattan
